0, 0, 1506, 502, -1, -1, -1, -1
1, 0.067701, 261, 502, -1, -1, -1, -1
2, 1.25774, 3223, 16077, -1, -1, -1, -1
3, 3.52833, 4810, 24206, 3.41731e+07, 3159.23, 0, -1
7, 5.5993, 2807, 13815, 2569.1, 5.70045, -1, -1
6, 0.052565, 2807, 13815, 2569.1, 5.70045, -1, -1
7, 0.952006, 2807, 13815, 2569.1, 5.70045, -1, -1
8, 0.640284, 2807, 13592, 513.335, 4.56771, -1, -1
9, 0.343231, 2807, 13592, 513.335, 4.25906, -1, -1
6, 0.047954, 2807, 13592, 513.335, 4.25906, -1, -1
7, 2.20651, 2666, 12900, 70.6129, 4.12226, -1, -1
8, 0.505119, 2666, 12866, 37.1694, 4.07502, -1, -1
9, 0.303292, 2666, 12866, 37.1694, 4.00716, -1, -1
6, 0.044949, 2666, 12866, 37.1694, 4.00716, -1, -1
7, 1.56994, 2633, 12710, 37.1694, 4.0125, -1, -1
8, 0.479963, 2633, 12696, 37.1694, 3.99875, -1, -1
9, 0.305108, 2633, 12696, 37.1694, 3.96536, -1, -1
6, 0.048795, 2636, 12706, 37.1694, 3.96533, -1, -1
7, 1.24441, 2596, 12529, 37.1694, 3.96482, -1, -1
8, 0.467972, 2596, 12524, 37.1694, 3.95707, -1, -1
9, 0.301276, 2596, 12524, 37.1694, 3.92979, -1, -1
6, 0.045322, 2598, 12532, 37.1694, 3.92978, -1, -1
7, 1.52658, 2554, 12323, 37.1694, 3.94283, -1, -1
8, 0.458011, 2554, 12322, 37.1694, 3.93793, -1, -1
9, 0.273862, 2554, 12322, 26.5031, 3.91258, -1, -1
6, 0.043199, 2559, 12346, 26.5031, 3.91341, -1, -1
7, 1.41475, 2519, 12150, 26.5031, 3.91781, -1, -1
8, 0.462867, 2519, 12148, 26.5031, 3.91447, -1, -1
9, 0.279293, 2519, 12148, 26.5031, 3.89437, -1, -1
6, 0.079279, 2968, 14470, 30.3252, 4.03062, -1, -1
7, 1.34969, 2698, 13118, 26.5031, 3.93242, -1, -1
8, 0.530668, 2698, 13104, 26.5031, 3.91033, -1, -1
9, 0.297513, 2698, 13104, 26.5031, 3.86737, -1, -1
6, 0.053623, 2829, 13736, 26.5031, 3.89944, -1, -1
7, 1.22767, 2681, 13034, 26.5031, 3.8693, -1, -1
8, 0.515476, 2681, 13037, 26.5031, 3.86312, -1, -1
9, 0.28183, 2681, 13037, 26.5031, 3.8403, -1, -1
6, 0.112189, 3702, 18503, 26.5031, 4.13646, -1, -1
7, 1.98499, 3054, 15177, 26.5031, 3.89201, -1, -1
8, 0.67539, 3054, 15168, 26.5031, 3.86215, -1, -1
9, 0.349191, 3054, 15168, 26.5031, 3.79032, -1, -1
6, 0.073359, 3370, 16741, 26.5031, 3.86172, -1, -1
7, 1.77094, 3047, 15185, 26.5031, 3.80085, -1, -1
8, 0.64359, 3047, 15172, 26.5031, 3.78953, -1, -1
9, 0.316165, 3047, 15172, 26.5031, 3.75875, -1, -1
6, 0.111899, 3994, 20196, 26.5031, 4.03173, -1, -1
7, 1.81965, 3376, 17016, 16.0973, 3.83146, -1, -1
8, 0.762577, 3376, 17007, 12.4815, 3.80603, -1, -1
9, 0.372522, 3376, 17007, 12.3264, 3.74779, -1, -1
6, 0.080821, 3744, 18850, 12.3264, 3.84405, -1, -1
7, 1.785, 3394, 17116, 12.3264, 3.75785, -1, -1
8, 0.743445, 3394, 17114, 12.3264, 3.75081, -1, -1
9, 0.360319, 3394, 17114, 12.2527, 3.72255, -1, -1
6, 0.103723, 4139, 21040, 13.7641, 3.8889, -1, -1
7, 2.19608, 3592, 18234, 12.2872, 3.78205, -1, -1
8, 0.817637, 3592, 18223, 12.2872, 3.76592, -1, -1
9, 0.363564, 3592, 18223, 11.4398, 3.71996, -1, -1
6, 0.088986, 3947, 20013, 13.3093, 3.7988, -1, -1
7, 1.79389, 3589, 18230, 11.4398, 3.72685, -1, -1
8, 0.80327, 3589, 18230, 9.47999, 3.72108, -1, -1
9, 0.388898, 3589, 18230, 7.87983, 3.69762, -1, -1
7, 1.91357, 3543, 17977, 7.37154, 3.69964, -1, -1
4, 44.5386, 3543, 17977, 7.37154, 3.69964, -1, -1
5, 0.679389, 984, 3535, 7.37154, 3.8026, -1, -1
-1, 50.0718, 984, 3535, 7.37154, 3.8026, 0, 29
